Projeto;Chave;Resumo;Tipo de item;Status;Prioridade;Resolução;Responsável;Relator;Criador;Criado;Última visualização;Atualizado(a);Resolvido;Versões afetadas;Versões corrigidas;Componentes;Data limite;Votos;Seguidores;Imagens;Estimativa original;Estimativa de trabalho restante;Tempo gasto;Razão Trabalhada;Subtarefas;Itens associados;Ambiente;Descrição_x;Nível de Segurança;Progresso;Σ de Progresso;Σ de Tempo Gasto;Σ da estimativa de trabalho restante;Σ da Estimativa Original;Categorias;Categoria do status alterada;Categoria do status;Pai;Actual end;Actual start;Approvers;Category;Change reason;Change risk;Change type;Dispositivo;Epic Color;Epic Link;Epic Name;Epic Status;Flagged;Impact;Indisponível ou Inoperante;Issue color;Formulários bloqueados;Formulários abertos;Organizations;Parent Link;Participantes;Project overview key;Project overview status;Rank;Request Type;Responsável pela execução;Sistema Operacional;Sprint;Start date;Status Prazo;Story Points;Story point estimate;Formulários enviados;Target end;Target start;Team;Formulários totais;Unidade;Versão do App;[CHART] Date of First Response;development;Tempo da Primeira Resposta;Tempo de Solução;Data do registro;Pessoa que fez o registro;Tipo;"#JIRA
Card";#Solicitud Quipux;Descrição_y;Equipe;Cliente;Estimativa (h);Versão;Data Pré;Data Produção;Observações;Producto;Unnamed: 13;Responsáveis;Unnamed: 14;Unnamed: 15;Unnamed: 11;Observação;#Solicitud;Produto;"Equipe/Analista
Responsável";"https://www.quipux.com/svn/Arquitectura/Arquitectura%20Script/084_Shopping_brasil/Scripts/SSDD/Back_Version_1.5
"
RJ - Comitê Técnico - Web;OABDRJ-313;Telefone do cidadão sem preenchimento;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-22 16:47:00;16/mai/24 1:56 PM;16/mai/24 9:53 AM;2024-05-16 09:53:00;;;;08/mai/24;0;2;image-20240322-194638.png;;;;;;;;!image-20240322-194638.png|width=1251,height=563!;;;;;;;QUIPUX;16/mai/24 9:53 AM;Itens concluídos;Agendamento;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00ecf:;;;;;;;;;;;;Nenhum;;;;2024-03-22 17:26:00;;0;54;;Alex;Erro;OABDRJ-313;;Telefone do cidadão sem preenchimento;DSV;;;V1.9.0;23/04/2024;;Card resolvido;RJ;;BR/WIGNER;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-308;Dados do cidadão cortando na tela de serviço;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-21 15:23:00;;02/abr/24 5:47 PM;2024-04-02 17:47:00;;;;;0;2;image-20240321-182302.png;;;;;;;;!image-20240321-182302.png|width=810,height=191!;;;;;;;;02/abr/24 5:47 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00ea7:;;;;;;;;;;;;Nenhum;;;;2024-03-22 08:30:00;;0;12;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-307;API de solicitações não está mostrando as solicitações;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-21 13:08:00;;26/mar/24 9:16 AM;2024-03-26 09:16:00;;;;;0;2;image-20240321-160807.png;;;;;;;;"!image-20240321-160807.png|width=810,height=356!

!image-20240321-160844.png|width=179,height=373!";;;;;;;;26/mar/24 9:16 AM;Itens concluídos;Integração;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00e9r:;;;;;;;;;;;;Nenhum;;;;2024-03-21 14:28:00;;0;4;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-304;Atendente do BO Digital não consegue anexar o documento na solicitação aprovada;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-20 10:26:00;;26/mar/24 9:20 AM;2024-03-26 09:20:00;;;;;0;3;WhatsApp Image 2024-03-25 at 16.20.22 (1).jpeg;;;;;;;;!image-20240325-191750.png|width=610,height=380!;;;;;;;;26/mar/24 9:20 AM;Itens concluídos;Atende;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00e7b:;;;;;;;;;;;;Nenhum;;;;2024-03-20 10:42:00;;0;5;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-302;Algumas informações estão sem unidade associadas;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-14 18:32:00;;11/abr/24 8:26 AM;2024-04-11 08:26:00;;;;;0;2;image-20240314-213249.png;;;;;;;;!image-20240314-213249.png|width=1319,height=613!;;;;;;;;11/abr/24 8:26 AM;Itens concluídos;Director;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00e07:;;;;;;;;;;;;Nenhum;;;;2024-03-15 10:26:00;;0;27;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-300;Erro ao tentar reagendar senhas criadas pelo APP;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-14 11:05:00;;22/mar/24 8:53 AM;2024-03-21 11:49:00;;;;;0;2;image-20240314-140815.png;;;;;;;;!image-20240314-140815.png|width=1006,height=517!;;;;;;;;21/mar/24 11:49 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00drz:;;;;;;;;;;;;Nenhum;;;;2024-03-15 10:26:00;;0;7;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-299;Botão Sim do pop up não está funcionando;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-14 10:41:00;16/mai/24 9:21 AM;16/mai/24 9:24 AM;2024-05-16 09:24:00;;;;08/mai/24;0;2;image-20240314-134051.png;;;;;;;;!image-20240314-134051.png|width=1270,height=556!;;;;;;;QUIPUX;16/mai/24 9:24 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00drb:;;;;;;;;;;;;Nenhum;;;;2024-03-15 10:27:00;;0;62;;Alex;Erro;OABDRJ-299;;Botão cancelar do pop up não está funcionando;DSV;;;V1.9.0;23/04/2024;;Card resolvido;RJ;;BR/WIGNER;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-298;Usuários com APP estão com erro no nome no serviço e Atende;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-14 09:18:00;;26/mar/24 9:28 AM;2024-03-26 09:28:00;;;;;0;3;WhatsApp Image 2024-03-14 at 08.44.56.jpeg;;;;;;;;;;;;;;;;26/mar/24 9:28 AM;Itens concluídos;Integração;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00dq7:;;;;;;;;;;;;Nenhum;;;;2024-03-22 09:07:00;;7;12;;;Erro;OABDRJ-298;;"Usuários com APP estão com erro no nome no serviço e Atende
Duplicado o nome das pessoas criadas desde a APIs";DSV;RJ;;;;;Card já solucionado - 26/03/2024;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-298;Usuários com APP estão com erro no nome no serviço e Atende;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-14 09:18:00;;26/mar/24 9:28 AM;2024-03-26 09:28:00;;;;;0;3;WhatsApp Image 2024-03-14 at 08.44.56.jpeg;;;;;;;;;;;;;;;;26/mar/24 9:28 AM;Itens concluídos;Integração;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00dq7:;;;;;;;;;;;;Nenhum;;;;2024-03-22 09:07:00;;7;12;;;Erro;OABDRJ-298;;Quando o sistema desloga o usuário essa saída automática não está sendo registrada na tabela de auditoria ;DSV;RJ - MG;;;;;Do login/logout foi feito na versão 3.5.1;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-297;Alterar os órgãos das cartas de serviços;Melhoria;Concluído;Media;Itens concluídos;Eduardo Soares de Oliveira;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-13 10:44:00;;21/mar/24 11:47 AM;2024-03-21 11:47:00;;;;;0;1;;;;;;;;;Alterar os órgãos vinculados a carta de serviço deixando somente os órgãos vinculados ao serviço.;;;;;;;;21/mar/24 11:47 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00dlr:;;;;;;;;;;;;Nenhum;;;;;;0;8;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-296;Corrigir o retorno da API de agendamento presencial e virtual (Homologação e Produção);Bug;Concluído;Media;Itens concluídos;Não atribuído;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-12 22:11:00;;26/mar/24 9:31 AM;2024-03-26 09:31:00;;;;;0;2;;;;;;;;;;;;;;;;QUIPUX;26/mar/24 9:31 AM;Itens concluídos;Integração;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00djz:;;;;;;;;;;;;Nenhum;;;;2024-03-12 23:46:00;;0;13;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-295;Ajustar as configurações das funcionalidades em homologação para que fique espelho de produção.;Melhoria;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-12 22:10:00;;14/mar/24 10:03 AM;2024-03-14 10:03:00;;;;;0;2;;;;;;;;;;;;;;;;QUIPUX;14/mar/24 10:03 AM;Itens concluídos;Integração;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00djr:;;;;;;;;;;;;Nenhum;;;;2024-03-12 22:47:00;;0;1;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-292;Alterar parâmetro para permitir somente 2 pessoas na chamada;Melhoria;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-11 13:52:00;;24/mar/24 8:25 AM;2024-03-24 08:25:00;;;;;0;2;;;;;;;;;Alterar o parâmetro aonde permita que os usuários atendente e cidadão entre somente uma vez na chamada.;;;;;;;QUIPUX;24/mar/24 8:25 AM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00def:;;;;;;;;;;;;Nenhum;;;;2024-03-13 00:31:00;;1;12;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-288;Faltando palavra no envio do e-mail de agendamento.;Bug;Concluído;Media;Itens concluídos;Alex Goulart;André Moreira Anjos;André Moreira Anjos;2024-03-11 12:01:00;;02/abr/24 4:49 PM;2024-04-02 16:49:00;;;;;0;2;Evidência resolução.png;;;;;;;;"!imagem.png|width=927,height=766!

Conforme ilustrado em anexo, faltando palavra em “horas ou h”.";;;;;;;QUIPUX;02/abr/24 4:49 PM;Itens concluídos;;;;;;;;;;;;;;;;;;;;;;;;;0|i00ddj:;;;;;;;;;;;;Nenhum;;;;2024-03-12 23:54:00;;1;22;;;Erro;OABDRJ-288;;Faltando palavra no envio do e-mail de agendamento.;DSV;RJ;;;;;Card já solucionado - 02/04/2024;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-287;Apresentando ícone da Colômbia na aba do navegador;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-11 12:00:00;;22/mar/24 11:16 AM;2024-03-21 12:01:00;;;;;0;2;image-20240311-145946.png;;;;;;;;!image-20240311-145946.png|width=588,height=95!;;;;;;;QUIPUX;21/mar/24 12:01 PM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00ddb:;;;;;;;;;;;;Nenhum;;;;2024-03-12 23:20:00;;1;10;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-282;Alinhamento e validação para publicação dos novos serviços com a gestão da operação;Tarefa;Concluído;Media;Itens concluídos;Luiz Carlos de Miranda;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-06 09:08:00;;11/mar/24 2:13 PM;2024-03-11 14:13:00;;;;08/mar/24;0;1;;;;;;;;;"# Avaliar impactos de incluir dois novos serviços assíncronos:

* Procon - Atendimento Preliminar
* IMO

# Avaliar possibilidade de solicitar autorização para aceitar documento digital ao invés de físico para os órgãos responsáveis pelos serviços abaixo:

* Abertura de Processos de escolas Extintas
* Renovação do Vale Social
* Defesa Prévia
* Cancelamento de multa
* Apresentação do condutor Autuado
* Informações Gerais Sobre Habilitação";;;;;;;SDC_TD;11/mar/24 2:13 PM;Itens concluídos;Mar/24 - 2 Novos Serviços Assíncronos;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00d67:;;;;;;;;;;;;Nenhum;;;;;;0;5;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-281;Publicação serviços no Chatbot;Tarefa;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-06 09:05:00;22/mai/24 10:00 PM;22/mai/24 10:01 PM;2024-05-22 22:01:00;;;;08/mai/24;0;2;image-20240522-232747.png;;;;;;;;"Publicação dos 3 novos serviços assíncronos no chatbot:

Procon

Escola Extinta 

Intermediação de Mão de Obra";;;;;;;QUIPUX;22/mai/24 10:01 PM;Itens concluídos;Mar/24 - 2 Novos Serviços Assíncronos;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00d5z:;;;;;;;;;;;;Nenhum;;;;2024-03-18 08:44:00;;11;77;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-276;Levantamento dos dados de configuração de atendimento dos serviços;Tarefa;Concluído;Media;Itens concluídos;Mario Ivo de Albuquerque Nascimento;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-06 09:04:00;;27/mai/24 4:04 PM;2024-05-27 16:04:00;;;;26/abr/24;0;2;;;;;;;;;;;;;;;;SDC_OPERAÇÃO;27/mai/24 4:04 PM;Itens concluídos;Mar/24 - 2 Novos Serviços Assíncronos;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00d4v:;;;;;;;;;;;;Nenhum;;;;2024-05-15 11:30:00;;70;82;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-275;Levantar dados totais de itens para compor ACT;Tarefa;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-06 07:43:00;;05/abr/24 7:13 AM;2024-04-05 07:13:00;;;;04/abr/24;0;3;;;;;;;;;"* Usuários internos (total de usuários Atende);
* Total de atendimentos presenciais (xx/xx/xxxx a xx/xx/xxxx); 
* Total de atendimentos remotos assíncronos (xx/xx/xxxx a xx/xx/xxxx); (visão análise)
* Total de atendimentos remotos síncronos (xx/xx/xxxx a xx/xx/xxxx); 
* Horas de serviço técnico de implantação. (considerar todo projeto RJ, implantação da solução, atende, integrações portal e app, e outros)
* Horas de serviço de manutenção/sustentação. (considerar aqui também a mesa de suporte, sustentação da solução e outros itens relacionados.
* xxx solicitações totem de autoatendimento (total de senhas geradas)";;;;;;;QUIPUX;05/abr/24 7:13 AM;Itens concluídos;Director;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00d4n:;;;;;;;;;;;;Nenhum;;;;2024-03-18 08:44:00;;12;29;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-274;Envio dos dados para criação do fluxo dos novos serviços no chatbot;Tarefa;Concluído;Media;Itens concluídos;Fernanda  Rodrigues;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-05 18:50:00;;19/mar/24 2:07 PM;2024-03-19 14:07:00;;;;14/mar/24;0;1;;;;;;;;;"Procon - Atendimento Preliminar
IMO";;;;;;;SDC_MKT;19/mar/24 2:07 PM;Itens concluídos;Mar/24 - 2 Novos Serviços Assíncronos;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00d4f:;;;;;;;;;;;;Nenhum;;;;;;0;13;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-272;Revisar conteúdo da carta de serviços e publicação dos novos serviços assíncronos;Tarefa;Concluído;Media;Itens concluídos;Fernanda  Rodrigues;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-05 18:45:00;;19/mar/24 2:07 PM;2024-03-19 14:07:00;;;;20/mar/24;0;1;;;;;;;;;"Revisar conteúdo gerado pela equipe de UX referente a carta de serviços e solicitação de serviço. (interface cidadão, check list atendente e retorno de recusa)

NOVOS SERVIÇOS: Procon - Atendimento Preliminar/IMO";;;;;;;SDC_MKT;19/mar/24 2:07 PM;Itens concluídos;Mar/24 - 2 Novos Serviços Assíncronos;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00d3z:;;;;;;;;;;;;Nenhum;;;;;;0;13;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-271;Levantamento das informações para configuração dos novos serviços;Tarefa;Concluído;Media;Itens concluídos;Eduardo Soares de Oliveira;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-05 18:41:00;;19/mar/24 2:07 PM;2024-03-19 14:07:00;;;;15/mar/24;0;1;;;;;;;;;"* Levantar informações para publicação dos serviços na carta de serviços do Portal RJ.
* Levantar informação para criação dos formulários, documentos, fluxos e check list do atendente. 

NOVOS SERVIÇOS:
* 
** Procon - Atendimento preliminar = Procon
** IMO = SETRAB
** Abertura de Processos de escolas Extintas = SEEDUC";;;;;;;SDC_TD;19/mar/24 2:07 PM;Itens concluídos;Mar/24 - 2 Novos Serviços Assíncronos;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00d3r:;;;;;;;;;;;;Nenhum;;;;;;0;13;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-269;Problema no logout;Bug;Concluído;Media;Itens concluídos;Luiz Carlos de Miranda;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-03-05 09:57:00;;18/abr/24 11:47 AM;2024-04-18 11:47:00;;;;;0;1;;;;;;;;;;;;;;;;PRODERJ;18/abr/24 11:47 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00d0v:;;;;;;;;;;;;Nenhum;;;;;;0;44;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-267;Chatbot indisponível;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-29 17:17:00;16/mai/24 1:57 PM;16/mai/24 1:57 PM;2024-05-16 13:57:00;;;;;0;4;image-20240229-201748.png;;;;;;;;"Ao enviar mensagem para o chatbot está apresentando mensagem de indisponível.

!image-20240326-115058.png|width=333,height=383!

!image-20240229-201748.png|width=335,height=441!";;;;;;;QUIPUX;16/mai/24 1:57 PM;Itens concluídos;Chatbot;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00cp3:;;;;;;;;;;;;Nenhum;;;;2024-03-04 18:34:00;;4;76;;Alex;Erro;OABDRJ-267;;"Chatbot indisponível Precisamos saber se esse problema ou melhoria já foi aplicado escalar a equipe da Civii e arquitetura
Ao enviar mensagem para o chatbot está apresentando mensagem de indisponível.";;RJ;;;;;;;;;;;;Card resolvido;;;;
RJ - Comitê Técnico - Web;OABDRJ-266;IDP RJ Digital - Novo RH-SSO Portal - Client_id poupatempo;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-29 11:03:00;;05/mar/24 9:36 AM;2024-03-05 09:36:00;;;;;0;1;;;;;;;;;Por favor, realizar os ajustes no fluxo de login [http://Gov.BR|http://Gov.BR|smart-link]  para HML e PROD e no Web.;;;;;;;;05/mar/24 9:36 AM;Itens concluídos;Integração;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00cnz:;;;;;;;;;;;;Nenhum;;;;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-265;Direcionamentos para o rj.com.br sem  URL completa;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-29 10:55:00;;04/mar/24 8:37 PM;2024-03-04 20:37:00;;;;;0;2;;;;;;;;;sem a ULR completa o redirecionamento está indo sem o certificado.;;;;;;;;04/mar/24 8:37 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00cnr:;;;;;;;;;;;;Nenhum;;;;2024-03-04 18:33:00;;4;4;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-264;Verificar régua de envio de e-mail pedindo avaliação para cidadão que não avaliou ao final do atendimento;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-29 08:15:00;06/mai/24 7:21 AM;06/mai/24 7:21 AM;2024-05-06 07:21:00;;;;;0;3;;;;;;;;;Levantar qual regra de envio de e-mail considerando cidadão que não avalia o atendimento após atendimento síncrono e se existe um tempo limite de parar de enviar e-mail.;;;;;;;QUIPUX;06/mai/24 7:21 AM;Itens concluídos;Mensageria;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00cnj:;;;;;;;;;;;;Nenhum;;;;2024-03-13 00:27:00;;12;66;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-262;Envio de e-mail para avaliação em duplicidade;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-29 07:49:00;;08/abr/24 7:40 AM;2024-04-08 07:40:00;;;;03/abr/24;0;3;image-20240229-105024.png;;;;;;;;"Recebi dois e-mails para avaliação, mas ambos se refere ao mesmo atendimento. Segue o link de ambos: [https://atenderj.com.br/gadigital-backoffice/index.html#!/encuesta?idGestionAtencion=1841284|https://atenderj.com.br/gadigital-backoffice/index.html#!/encuesta?idGestionAtencion=1841284]


!image-20240229-105024.png|width=271,height=143!";;;;;;;QUIPUX;08/abr/24 7:40 AM;Itens concluídos;Mensageria;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00cn3:;;;;;;Atrasado;;;;;;Nenhum;;;;2024-03-06 08:26:00;;6;38;;;Erro;OABDRJ-262;;Envio de e-mail para avaliação em duplicidade                                                           ;DSV;RJ;;;;;Card já solucionado - 07/04/2024;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-257;Monitoramento de Sucesso de SMS e e-mail;Melhoria;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-22 11:28:00;;15/mar/24 8:28 AM;2024-03-13 06:29:00;;;;;0;2;;;;;;;;;verificar monitoramento de sms e e-mail enviados.;;;;;;;QUIPUX;13/mar/24 6:29 AM;Itens concluídos;Mensageria;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00cb3:;;;;;;;;;;;;Nenhum;;;;2024-03-06 08:27:00;;12;19;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-255;Títulos diferentes para o mesmo serviço;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Paula Trocate;Paula Trocate;2024-02-19 15:00:00;;22/fev/24 10:35 AM;2024-02-22 10:35:00;;;;;0;2;08a0797b-ef85-46f8-9485-cbd255b201fd.jpg;;;;;;;;"No Meu RJ o serviço “Agendamento CadÚnico - Prefeitura do Rio” esta nomeado como “Agendamento - Serviços Municipais”, confundindo o cidadão.
[https://www.rj.gov.br/servico/agendamento-cadunico-prefeitura-do-rio17|https://www.rj.gov.br/servico/agendamento-cadunico-prefeitura-do-rio17]";;;;;;;QUIPUX;22/fev/24 10:35 AM;Itens concluídos;;;;;;;;;;;;;;;;;;;;;;;;;0|i00c7z:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:35:00;;2;2;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-251;Possibilitar cidadão anexar documentos faltantes dos membros na solicitação recusada;Melhoria;Cancelado;Media;Itens concluídos;Eduardo Soares de Oliveira;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-09 10:50:00;;22/fev/24 10:15 AM;2024-02-22 10:15:00;;;;;0;2;;;;;;;;;;;;;;;;;22/fev/24 10:15 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00bsn:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:15:00;;12;12;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-250;Atualização lista de municípios - Serviço Consulta do Vale Social;Melhoria;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-08 15:07:00;;29/fev/24 7:24 PM;2024-02-29 19:24:00;;;;23/fev/24;0;2;;;;;;;;;No iniciar da operação dos serviços digitais foi verificado que o serviço de consulta Vale Social do órgão SETRAM pode ser realizado para cidadãos residentes em todos os municípios do estado do Rio de Janeiro e não só em Duque de Caxias, Rio de Janeiro ou São João de Meriti, tal confusão de seu pois a solicitação da 1º via ou renovação do Vale Social em nossas unidades presenciais somente pode ser realizada para moradores destes municípios, contudo a consulta pode ser realizada para qualquer cidadão residente no estado do Rio de Janeiro, sendo assim solicito a inclusão de todos os municípios do estado no formulário de agendamento da plataforma, bem como a atualização desta informação na descrição do serviço.;;;;;;;QUIPUX;29/fev/24 7:24 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00bsf:;;;;;;Atrasado;;;;;;Nenhum;;;;2024-02-22 10:14:00;;13;21;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-249;Desenvolver uma nova API que permite o cancelamento em massa de agendamentos síncronos e solicitações assíncronas, quando o cidadão revoga as permissões no Portal Web;Melhoria;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-06 13:08:00;;05/abr/24 10:16 AM;2024-04-05 10:16:00;;;;03/abr/24;0;3;;;;;;;;;;;;;;;;QUIPUX;05/abr/24 10:16 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00bo7:;;;;;;Atrasado;;;;;;Nenhum;;;;2024-04-02 09:33:00;;55;58;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-248;Template de e-mail de cancelamento de serviço devido a revogação de permissão;Melhoria;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-02-06 10:53:00;;04/abr/24 11:48 AM;2024-04-04 11:48:00;;;;03/abr/24;0;2;;;;;;;;;;;;;;;;QUIPUX;04/abr/24 11:48 AM;Itens concluídos;Mensageria;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00bnz:;;;;;;;;;;;;Nenhum;;;;2024-02-16 11:59:00;;10;58;;;;;;;;;;;;;;;;;;;;;;;;
